brand,year,age,engine_size,power,mileage,prev_owners,value
bmw,2014,4,4500,341.0,33955.0,1,18150.0
vw,2012,6,1700,122.0,29679.0,1,6600.0
vw,2014,4,1500,118.0,38070.0,0,9000.0
ford,2010,8,2000,132.0,45335.0,0,2950.0
bmw,2016,2,4000,317.0,31842.0,0,24700.0
bmw,2013,5,3000,234.0,9652.0,0,16500.0
vw,2016,2,1900,148.0,732.0,1,12950.0
ford,2008,10,1800,115.0,62608.0,0,700.0
ford,2017,1,3000,214.0,4794.0,1,15700.0
kia,2016,2,1000,75.0,22056.0,0,4650.0
vw,2013,5,1700,124.0,28057.0,0,8500.0
kia,2014,4,1000,72.0,18571.0,0,5300.0
ford,2016,2,2000,145.0,12541.0,0,7000.0
vw,2016,2,1900,146.0,3556.0,0,12800.0
ford,2011,7,2500,168.0,12829.0,0,5400.0
ford,2013,5,2200,150.0,476.0,2,6000.0
ford,2009,9,2500,166.0,7961.0,3,1600.0
ford,2010,8,2000,136.0,155445.0,1,100.0
ford,2008,10,1800,115.0,101222.0,3,100.0
vw,2017,1,1700,139.0,5292.0,0,12800.0
bmw,2010,8,4000,306.0,62662.0,3,9000.0
ford,2009,9,1400,98.0,106933.0,3,100.0
vw,2017,1,1900,151.0,2282.0,0,13350.0
vw,2012,6,3600,242.0,15999.0,2,10400.0
ford,2014,4,1100,89.0,9247.0,2,4500.0
ford,2009,9,2200,150.0,33146.0,2,1050.0
vw,2014,4,1500,111.0,53402.0,1,7150.0
ford,2012,6,3000,203.0,18693.0,3,4150.0
ford,2014,4,1600,116.0,12555.0,1,5050.0
vw,2011,7,3600,235.0,201447.0,1,4900.0
vw,2010,8,1500,119.0,15471.0,3,3650.0
kia,2015,3,1000,72.0,44739.0,0,4900.0
ford,2015,3,3000,205.0,28133.0,1,7100.0
bmw,2011,7,4000,306.0,121678.0,0,2250.0
ford,2016,2,1100,86.0,6815.0,1,5550.0
bmw,2015,3,2300,221.0,5800.0,0,24350.0
ford,2008,10,2000,134.0,47135.0,6,100.0
kia,2011,7,1100,76.0,80868.0,1,1950.0
ford,2013,5,2200,151.0,26107.0,2,3700.0
ford,2016,2,1600,122.0,4157.0,0,7600.0
kia,2015,3,1000,72.0,22093.0,0,5850.0
vw,2017,1,1700,139.0,3867.0,1,12350.0
vw,2014,4,1700,138.0,12705.0,0,10900.0
vw,2013,5,1700,135.0,6694.0,1,8500.0
kia,2009,9,1200,80.0,125755.0,1,650.0
ford,2012,6,2200,153.0,21110.0,3,3050.0
vw,2015,3,1200,103.0,2504.0,2,7850.0
kia,2012,6,1100,77.0,30863.0,1,2950.0
kia,2016,2,1400,99.0,4706.0,2,7000.0
vw,2013,5,1700,130.0,33528.0,2,4900.0
ford,2014,4,2200,155.0,23763.0,1,6150.0
vw,2015,3,1200,97.0,15778.0,1,8050.0
kia,2009,9,800,53.0,10322.0,1,1550.0
ford,2011,7,1600,117.0,3698.0,0,3950.0
bmw,2008,10,3500,275.0,160791.0,0,100.0
bmw,2012,6,4500,333.0,2879.0,2,15500.0
vw,2009,9,1700,116.0,36180.0,1,4750.0
vw,2008,10,2300,162.0,91732.0,1,4200.0
ferrari,2014,4,5700,523.0,18323.0,2,83400.0
vw,2010,8,1500,106.0,31663.0,1,5050.0
ford,2016,2,1800,129.0,1153.0,0,9650.0
bmw,2015,3,2500,222.0,12757.0,0,14300.0
bmw,2009,9,2500,225.0,132093.0,1,100.0
kia,2013,5,800,59.0,28497.0,1,2800.0
bmw,2009,9,2500,225.0,24906.0,1,11250.0
vw,2015,3,1500,113.0,40938.0,0,10150.0
kia,2014,4,1400,99.0,37295.0,2,5500.0
bmw,2013,5,4500,346.0,22580.0,1,18150.0
ford,2014,4,2000,146.0,2963.0,0,7850.0
vw,2012,6,1900,139.0,2958.0,0,10600.0
vw,2016,2,1500,116.0,16044.0,0,11050.0
ford,2008,10,2200,140.0,89010.0,2,100.0
vw,2012,6,1900,142.0,12162.0,2,7400.0
ford,2016,2,2000,151.0,3624.0,0,9850.0
kia,2011,7,1400,91.0,58858.0,3,2500.0
ford,2012,6,2500,166.0,22252.0,1,4350.0
ford,2011,7,1100,85.0,1798.0,3,1300.0
kia,2012,6,1000,68.0,9812.0,0,3750.0
ford,2010,8,1400,99.0,96139.0,4,100.0
bmw,2011,7,2500,209.0,17953.0,1,11100.0
vw,2013,5,1900,141.0,552.0,0,10300.0
bmw,2008,10,4500,331.0,22488.0,4,7500.0
kia,2011,7,1400,92.0,7808.0,0,4750.0
vw,2016,2,3600,254.0,29276.0,0,17800.0
kia,2011,7,800,58.0,39247.0,2,1300.0
bmw,2010,8,4000,283.0,45038.0,2,11700.0
vw,2010,8,2300,167.0,33961.0,2,6350.0
ford,2008,10,2500,161.0,378850.0,1,100.0
vw,2011,7,2300,163.0,21873.0,2,7500.0
bmw,2008,10,4500,339.0,62554.0,1,10450.0
bmw,2015,3,2300,202.0,26491.0,0,19900.0
ford,2013,5,1400,102.0,18289.0,0,4800.0
vw,2014,4,1200,101.0,24330.0,0,8100.0
ford,2013,5,1400,99.0,9181.0,2,3150.0
ford,2014,4,1100,90.0,14666.0,0,5950.0
ford,2013,5,2000,144.0,61619.0,3,1650.0
ford,2013,5,1400,103.0,98859.0,3,100.0
ford,2009,9,2000,137.0,10679.0,2,1800.0
bmw,2011,7,2500,223.0,7894.0,3,9350.0
ford,2011,7,1400,98.0,12655.0,0,2750.0
vw,2014,4,2300,167.0,33676.0,1,8750.0
bmw,2012,6,3500,296.0,31208.0,0,19100.0
kia,2014,4,1400,95.0,18308.0,0,6500.0
bmw,2013,5,2300,215.0,16236.0,2,13700.0
ford,2010,8,2200,152.0,177.0,1,3900.0
bmw,2009,9,4500,345.0,35040.0,1,9700.0
ford,2009,9,1400,102.0,6055.0,1,2100.0
ford,2012,6,1600,116.0,61473.0,1,2100.0
bmw,2016,2,4500,337.0,38894.0,0,25350.0
vw,2012,6,1700,134.0,70915.0,2,5350.0
ford,2015,3,1600,118.0,5782.0,1,6000.0
ford,2009,9,1400,96.0,33715.0,1,1200.0
ford,2017,1,2200,161.0,6859.0,0,10150.0
vw,2008,10,1700,118.0,15087.0,5,1000.0
vw,2012,6,1500,116.0,25628.0,1,6350.0
ford,2016,2,2000,142.0,10832.0,0,8650.0
bmw,2008,10,4000,279.0,67986.0,1,10600.0
bmw,2014,4,1800,158.0,2411.0,0,16050.0
vw,2010,8,1200,93.0,27883.0,2,3450.0
bmw,2012,6,2500,213.0,10334.0,0,13800.0
ford,2014,4,2000,142.0,51520.0,0,4250.0
ford,2017,1,1100,90.0,2519.0,0,8650.0
ford,2008,10,1100,79.0,4465.0,3,100.0
bmw,2016,2,3000,252.0,3050.0,1,25650.0
bmw,2008,10,2300,182.0,44518.0,3,4650.0
ford,2011,7,1600,111.0,22409.0,0,3500.0
bmw,2009,9,2500,225.0,33837.0,2,6550.0
vw,2015,3,2300,175.0,10614.0,0,13050.0
ford,2013,5,1100,83.0,4338.0,3,2400.0
ford,2017,1,1400,105.0,478.0,0,9550.0
bmw,2017,1,3000,278.0,7024.0,1,24650.0
bmw,2012,6,4500,359.0,17001.0,3,15550.0
ford,2017,1,2500,181.0,3699.0,1,11100.0
bmw,2013,5,3500,295.0,33169.0,2,16450.0
vw,2017,1,1700,143.0,1986.0,1,12000.0
vw,2014,4,1200,105.0,24078.0,0,8050.0
ford,2015,3,2200,157.0,9748.0,1,8300.0
vw,2008,10,1900,131.0,15851.0,0,6600.0
ford,2015,3,3000,215.0,9071.0,0,11050.0
vw,2014,4,1700,137.0,996.0,1,8850.0
ford,2014,4,1600,120.0,2121.0,0,7000.0
kia,2012,6,1200,84.0,32115.0,1,4900.0
ford,2014,4,1100,84.0,17663.0,2,3100.0
ford,2016,2,1800,131.0,4525.0,0,8850.0
vw,2013,5,1700,131.0,59223.0,2,5600.0
vw,2017,1,1900,152.0,5516.0,0,13650.0
vw,2013,5,2300,162.0,24520.0,0,11100.0
bmw,2011,7,2500,201.0,23947.0,0,13050.0
ferrari,2016,2,3600,433.0,19512.0,0,121400.0
kia,2017,1,800,59.0,3230.0,0,4400.0
bmw,2009,9,2300,211.0,29730.0,0,10600.0
ford,2010,8,1400,103.0,16224.0,2,1550.0
ford,2010,8,1400,95.0,9652.0,1,2700.0
ford,2015,3,3000,211.0,30370.0,0,10350.0
ford,2012,6,3000,203.0,11242.0,1,5700.0
bmw,2016,2,4500,343.0,3234.0,0,30500.0
bmw,2015,3,1800,168.0,19204.0,0,15850.0
vw,2015,3,1500,126.0,7979.0,1,7900.0
ford,2015,3,2200,158.0,5699.0,0,7850.0
bmw,2016,2,2500,208.0,3582.0,2,18450.0
ford,2015,3,2000,142.0,2569.0,0,9000.0
ferrari,2013,5,3600,367.0,36702.0,3,32550.0
vw,2011,7,1700,133.0,18060.0,0,7050.0
vw,2010,8,2300,161.0,21499.0,1,7550.0
vw,2009,9,1500,104.0,14310.0,1,4800.0
vw,2017,1,1500,119.0,15633.0,0,11750.0
ford,2016,2,2200,158.0,44170.0,0,6300.0
bmw,2012,6,3500,269.0,16569.0,1,15850.0
bmw,2014,4,3500,285.0,44739.0,4,12500.0
ford,2012,6,2000,136.0,32188.0,2,2800.0
vw,2010,8,3600,236.0,21832.0,0,11900.0
kia,2008,10,1000,63.0,9815.0,1,2050.0
bmw,2009,9,4000,282.0,65763.0,3,8600.0
ford,2010,8,3000,198.0,3812.0,0,5100.0
vw,2014,4,2300,175.0,4740.0,1,11250.0
vw,2008,10,2300,153.0,215294.0,2,100.0
bmw,2008,10,3500,244.0,862.0,4,4600.0
vw,2010,8,1200,95.0,133035.0,0,2150.0
bmw,2008,10,3500,257.0,23324.0,2,8300.0
vw,2010,8,3600,243.0,11329.0,2,8700.0
ford,2011,7,2200,150.0,64997.0,0,2750.0
vw,2017,1,1700,134.0,5085.0,0,10250.0
vw,2013,5,1900,140.0,1666.0,1,9000.0
ford,2010,8,2000,134.0,38143.0,4,100.0
ford,2009,9,1100,78.0,95017.0,0,100.0
bmw,2013,5,1800,173.0,90673.0,4,100.0
vw,2012,6,2300,159.0,14663.0,1,9750.0
vw,2014,4,2300,170.0,10645.0,0,12800.0
vw,2017,1,2300,170.0,13221.0,0,14100.0
vw,2014,4,2300,170.0,28695.0,1,9300.0
ford,2009,9,1600,107.0,23937.0,1,1450.0
vw,2016,2,3600,259.0,3302.0,0,17050.0
ford,2010,8,2500,167.0,80659.0,3,100.0
vw,2009,9,1900,141.0,101693.0,1,3150.0
ford,2016,2,1100,86.0,8683.0,0,7200.0
kia,2017,1,1000,75.0,542.0,0,7750.0
ford,2010,8,1600,110.0,1673.0,2,2250.0
bmw,2008,10,3500,281.0,35898.0,3,7950.0
bmw,2008,10,3500,270.0,25547.0,1,8650.0
kia,2008,10,1200,76.0,54807.0,1,1700.0
ford,2014,4,2500,173.0,20802.0,2,6150.0
bmw,2014,4,1800,195.0,7298.0,0,16500.0
ford,2014,4,2500,176.0,49587.0,0,7550.0
ford,2008,10,1600,107.0,62982.0,1,100.0
vw,2008,10,3600,229.0,46201.0,6,2400.0
ford,2011,7,2500,167.0,19551.0,1,4600.0
vw,2008,10,1700,118.0,938.0,3,3200.0
bmw,2010,8,2300,191.0,42075.0,4,5400.0
ford,2008,10,2500,163.0,59163.0,2,100.0
ford,2010,8,3000,193.0,186667.0,3,100.0
vw,2010,8,1900,131.0,14584.0,2,5300.0
ford,2012,6,1600,116.0,10182.0,0,4750.0
vw,2011,7,1500,108.0,994.0,0,8000.0
ford,2017,1,1100,90.0,8754.0,0,7950.0
vw,2008,10,1500,111.0,68635.0,0,4050.0
ford,2014,4,2000,145.0,18132.0,0,7500.0
vw,2013,5,1700,126.0,16629.0,5,3750.0
bmw,2013,5,3000,264.0,2697.0,2,14650.0
ford,2009,9,1800,121.0,16075.0,1,2150.0
ford,2013,5,3000,208.0,27899.0,3,4250.0
bmw,2010,8,3500,252.0,174121.0,1,100.0
vw,2017,1,1500,123.0,1148.0,0,12500.0
vw,2009,9,1200,96.0,224428.0,2,100.0
vw,2010,8,3600,234.0,83918.0,1,6750.0
ford,2015,3,1100,86.0,22203.0,1,4200.0
ford,2017,1,2200,159.0,7650.0,1,12750.0
vw,2009,9,1200,88.0,14424.0,4,1650.0
ford,2016,2,1600,117.0,7250.0,0,7650.0
bmw,2010,8,3000,226.0,717.0,2,7850.0
kia,2009,9,1100,72.0,69045.0,3,600.0
kia,2015,3,1100,77.0,6428.0,1,5500.0
ford,2015,3,1800,133.0,18544.0,0,7700.0
vw,2014,4,1200,99.0,17634.0,2,5350.0
ford,2014,4,1800,132.0,108236.0,1,2250.0
ford,2008,10,2500,159.0,124648.0,1,100.0
ford,2008,10,2000,134.0,70400.0,2,100.0
ford,2015,3,2500,182.0,26729.0,0,8950.0
bmw,2013,5,4500,350.0,7015.0,0,20700.0
vw,2014,4,1700,138.0,3354.0,2,8750.0
vw,2016,2,1500,122.0,8053.0,1,9650.0
bmw,2009,9,3500,249.0,26188.0,2,8250.0
ford,2015,3,1400,107.0,8745.0,1,5600.0
ford,2015,3,1600,115.0,3868.0,0,8550.0
ford,2008,10,2500,159.0,42877.0,1,1050.0
bmw,2011,7,3000,230.0,3749.0,1,12000.0
ford,2017,1,3000,217.0,5417.0,0,13500.0
bmw,2010,8,4000,302.0,27934.0,1,11500.0
ford,2010,8,3000,193.0,64490.0,1,2200.0
ford,2013,5,2500,173.0,50647.0,1,4600.0
bmw,2011,7,2500,196.0,32128.0,0,11000.0
ford,2015,3,2500,181.0,24936.0,1,7900.0
ford,2017,1,2500,187.0,2205.0,1,12100.0
vw,2014,4,3600,247.0,10401.0,1,16850.0
bmw,2017,1,1800,183.0,9736.0,0,21200.0
ford,2011,7,1400,97.0,21463.0,0,3250.0
vw,2016,2,1500,126.0,16605.0,0,10450.0
vw,2010,8,1500,108.0,135241.0,2,1100.0
vw,2012,6,2300,169.0,21819.0,1,8650.0
bmw,2013,5,1800,158.0,69960.0,1,5300.0
vw,2013,5,3600,251.0,13599.0,1,13400.0
ford,2013,5,2000,140.0,76998.0,1,2550.0
ford,2010,8,1600,114.0,37893.0,0,2400.0
ford,2015,3,1600,118.0,23305.0,0,6450.0
ford,2008,10,1100,78.0,53332.0,2,100.0
ford,2017,1,1100,89.0,6247.0,0,7700.0
ferrari,2014,4,4500,413.0,15721.0,2,65500.0
kia,2015,3,800,57.0,2917.0,1,3400.0
kia,2016,2,1000,73.0,18387.0,0,6100.0
vw,2008,10,2300,163.0,43146.0,1,5500.0
kia,2014,4,1000,72.0,766.0,2,4650.0
bmw,2017,1,3500,313.0,2043.0,0,26950.0
vw,2008,10,1200,98.0,114630.0,3,100.0
ford,2010,8,1100,84.0,19156.0,2,1050.0
ford,2017,1,1400,106.0,13025.0,0,10300.0
ford,2011,7,3000,194.0,8141.0,2,4750.0
vw,2011,7,1500,108.0,38564.0,2,4500.0
vw,2016,2,2300,176.0,44196.0,0,13950.0
ford,2014,4,1100,88.0,27755.0,0,4250.0
ford,2010,8,1600,108.0,58519.0,1,750.0
ford,2011,7,2000,135.0,13299.0,1,3050.0
ford,2017,1,1800,134.0,881.0,0,10800.0
kia,2015,3,1400,97.0,45451.0,1,7250.0
ford,2010,8,1800,120.0,50532.0,1,1400.0
bmw,2017,1,2300,206.0,1409.0,0,22500.0
ford,2013,5,1800,133.0,22666.0,0,5350.0
bmw,2011,7,2500,226.0,145932.0,5,100.0
ford,2010,8,2500,166.0,41589.0,1,2700.0
vw,2009,9,2300,156.0,23384.0,2,5450.0
kia,2015,3,800,58.0,1223.0,1,3850.0
vw,2008,10,1700,123.0,4444.0,4,2550.0
ford,2017,1,3000,212.0,1562.0,0,15050.0
ford,2013,5,1400,107.0,580.0,1,5250.0
ford,2011,7,1400,104.0,72238.0,2,100.0
vw,2011,7,3600,235.0,15634.0,2,9500.0
ford,2009,9,3000,197.0,15056.0,0,4650.0
vw,2014,4,2300,166.0,11171.0,1,10150.0
ford,2013,5,1800,125.0,23787.0,0,4950.0
ford,2012,6,1600,118.0,54746.0,0,2850.0
vw,2016,2,2300,168.0,6387.0,1,14850.0
ford,2013,5,1600,111.0,423.0,0,5200.0
vw,2012,6,3600,244.0,44812.0,0,11150.0
kia,2008,10,1200,77.0,29936.0,2,1650.0
vw,2017,1,1200,105.0,12901.0,0,10750.0
vw,2016,2,3600,263.0,14157.0,0,17500.0
bmw,2017,1,4000,335.0,1306.0,0,33600.0
ford,2009,9,2200,143.0,231067.0,1,100.0
ford,2009,9,1600,106.0,2186.0,1,2550.0
ford,2009,9,1800,124.0,37226.0,4,100.0
ford,2013,5,2000,138.0,20553.0,0,6200.0
bmw,2013,5,2500,207.0,124064.0,2,100.0
vw,2012,6,2300,162.0,38070.0,0,8800.0
ford,2012,6,2200,153.0,65066.0,2,1900.0
bmw,2013,5,2500,225.0,6579.0,1,15750.0
vw,2014,4,1200,103.0,10070.0,2,6400.0
bmw,2016,2,3500,272.0,1193.0,2,26150.0
bmw,2009,9,4000,293.0,45550.0,1,12350.0
vw,2014,4,1700,126.0,29156.0,1,7650.0
bmw,2013,5,1800,173.0,57225.0,1,9900.0
vw,2010,8,1500,118.0,104163.0,0,4350.0
ford,2014,4,3000,202.0,49472.0,0,7950.0
vw,2012,6,1900,138.0,28355.0,2,5650.0
vw,2012,6,1200,98.0,5183.0,1,7450.0
ford,2012,6,1100,86.0,31811.0,0,2550.0
bmw,2016,2,1800,163.0,825.0,1,17050.0
ford,2011,7,2500,168.0,1572.0,3,3450.0
ford,2014,4,2500,173.0,82052.0,1,5000.0
vw,2013,5,1900,138.0,45850.0,0,8950.0
vw,2012,6,1900,142.0,94637.0,2,4650.0
kia,2015,3,1200,87.0,22092.0,1,6000.0
ford,2014,4,1800,132.0,6158.0,0,7500.0
ford,2011,7,2500,172.0,29224.0,1,3650.0
vw,2011,7,1700,132.0,78445.0,1,5150.0
ferrari,2010,8,6200,472.0,148855.0,3,10150.0
ford,2010,8,1800,119.0,11462.0,2,2100.0
bmw,2012,6,2300,220.0,19722.0,0,12600.0
vw,2011,7,1500,107.0,3933.0,2,4550.0
vw,2008,10,1700,117.0,12841.0,2,3900.0
ford,2017,1,1800,136.0,12985.0,1,8700.0
bmw,2014,4,3500,264.0,53433.0,1,16200.0
bmw,2010,8,3000,256.0,8060.0,2,7650.0
vw,2016,2,2300,172.0,3156.0,0,11750.0
vw,2013,5,1500,111.0,66659.0,0,6600.0
kia,2012,6,1000,71.0,41001.0,1,2550.0
vw,2012,6,1700,121.0,8299.0,1,7050.0
vw,2016,2,1700,133.0,45451.0,1,8700.0
vw,2014,4,3600,251.0,1040.0,0,15800.0
vw,2012,6,1200,91.0,1210.0,1,7450.0
kia,2008,10,1100,71.0,5506.0,2,1800.0
bmw,2014,4,4500,343.0,12990.0,1,24100.0
ford,2013,5,2200,153.0,6209.0,1,5650.0
ford,2016,2,3000,217.0,7912.0,1,10900.0
vw,2015,3,1500,121.0,35341.0,1,7400.0
ford,2015,3,1400,109.0,8103.0,0,6650.0
vw,2014,4,2300,172.0,110.0,3,9050.0
vw,2016,2,1200,95.0,18860.0,0,9250.0
ford,2011,7,3000,198.0,7043.0,0,6200.0
vw,2010,8,3600,244.0,23066.0,2,9250.0
ford,2010,8,1600,110.0,16421.0,2,1550.0
ford,2017,1,2200,165.0,1174.0,0,14050.0
vw,2011,7,3600,236.0,118006.0,3,5150.0
ford,2012,6,1600,118.0,20882.0,1,2650.0
ford,2011,7,2200,145.0,17856.0,0,4450.0
ford,2017,1,3000,219.0,2320.0,0,13500.0
kia,2011,7,1100,74.0,104076.0,2,1200.0
ford,2017,1,2200,166.0,1174.0,0,11750.0
ford,2017,1,2200,162.0,7964.0,0,12150.0
bmw,2017,1,2300,206.0,5754.0,0,22000.0
bmw,2015,3,4500,364.0,56711.0,0,17900.0
ford,2013,5,2000,143.0,41716.0,1,4200.0
ford,2016,2,2500,179.0,7700.0,0,12350.0
vw,2008,10,3600,233.0,7770.0,3,6900.0
ford,2010,8,2000,132.0,93321.0,3,100.0
ford,2015,3,1100,86.0,10362.0,2,4550.0
ford,2016,2,1800,132.0,5256.0,2,8200.0
vw,2015,3,1900,153.0,9946.0,0,11000.0
bmw,2016,2,4500,359.0,11835.0,1,30450.0
bmw,2009,9,1800,185.0,8111.0,1,9200.0
ford,2013,5,1800,126.0,40683.0,1,3700.0
ford,2013,5,3000,205.0,4777.0,3,4650.0
ford,2014,4,2500,177.0,2553.0,2,6650.0
vw,2017,1,1700,130.0,19518.0,1,13050.0
vw,2009,9,2300,158.0,9767.0,2,7100.0
vw,2008,10,1500,105.0,5993.0,3,2900.0
bmw,2010,8,2300,196.0,115266.0,1,100.0
vw,2014,4,2300,168.0,5166.0,0,10800.0
kia,2015,3,800,58.0,5663.0,1,3500.0
vw,2015,3,1200,94.0,11169.0,0,8650.0
bmw,2017,1,3000,245.0,1806.0,0,25900.0
vw,2008,10,1900,131.0,119104.0,3,200.0
ford,2014,4,1800,127.0,14379.0,1,6350.0
bmw,2013,5,4000,318.0,16757.0,0,19350.0
ford,2011,7,2200,146.0,5155.0,0,5100.0
ford,2015,3,2000,149.0,40416.0,2,5600.0
vw,2014,4,1900,140.0,54277.0,1,8300.0
bmw,2009,9,1800,146.0,33823.0,2,5200.0
bmw,2008,10,2300,211.0,67047.0,2,6750.0
ford,2010,8,1800,122.0,76057.0,2,100.0
bmw,2010,8,4000,295.0,126974.0,4,100.0
ford,2010,8,2200,146.0,41159.0,1,2400.0
ford,2014,4,2000,142.0,10229.0,1,6350.0
kia,2009,9,1000,66.0,51458.0,0,1900.0
ford,2014,4,2000,147.0,22937.0,0,6450.0
ford,2012,6,2000,141.0,7710.0,0,5100.0
ford,2009,9,1100,85.0,37073.0,3,100.0
bmw,2013,5,2300,186.0,9356.0,1,13550.0
vw,2016,2,1500,114.0,8097.0,1,9250.0
ford,2012,6,1800,128.0,70352.0,1,2100.0
vw,2009,9,3600,230.0,55398.0,0,8950.0
vw,2016,2,1900,144.0,37003.0,0,8100.0
ford,2015,3,1800,136.0,30186.0,0,6550.0
vw,2010,8,1500,111.0,51955.0,2,3550.0
vw,2017,1,3600,264.0,964.0,0,20250.0
vw,2017,1,3600,260.0,3168.0,1,18800.0
vw,2014,4,2300,167.0,11749.0,0,11800.0
bmw,2015,3,3000,245.0,35183.0,1,16850.0
vw,2011,7,3600,235.0,11378.0,0,13450.0
vw,2008,10,1200,93.0,8598.0,5,300.0
kia,2013,5,1200,85.0,44176.0,2,4300.0
vw,2012,6,1700,126.0,14865.0,0,9900.0
ford,2011,7,1100,77.0,1511.0,1,2750.0
vw,2012,6,1500,121.0,60326.0,2,3500.0
bmw,2015,3,4500,336.0,21060.0,0,22150.0
bmw,2013,5,1800,158.0,41179.0,1,11650.0
ford,2011,7,1800,126.0,13529.0,2,2600.0
vw,2011,7,1200,102.0,33498.0,0,5750.0
bmw,2013,5,3000,244.0,14594.0,0,19100.0
kia,2009,9,800,52.0,15124.0,2,1150.0
ford,2017,1,1400,111.0,302.0,0,8650.0
ford,2012,6,1600,110.0,7634.0,0,5600.0
vw,2017,1,2300,174.0,1676.0,0,14300.0
vw,2010,8,1900,134.0,31050.0,1,6200.0
ford,2009,9,1800,121.0,25366.0,3,200.0
ford,2015,3,1100,87.0,60136.0,0,4100.0
ford,2009,9,1800,123.0,13298.0,0,2800.0
ford,2010,8,1600,107.0,33925.0,3,150.0
vw,2011,7,3600,235.0,46603.0,2,7550.0
bmw,2009,9,3500,268.0,37823.0,2,9400.0
bmw,2010,8,4000,312.0,3173.0,0,12750.0
ferrari,2016,2,4500,420.0,8360.0,0,102450.0
ford,2013,5,2200,153.0,14936.0,2,4750.0
ford,2015,3,3000,212.0,6036.0,1,10000.0
bmw,2011,7,2500,226.0,94599.0,0,4950.0
vw,2008,10,1900,136.0,117267.0,0,3100.0
vw,2014,4,1200,95.0,7033.0,1,7850.0
vw,2013,5,3600,243.0,56527.0,1,13500.0
ford,2015,3,1800,129.0,14091.0,1,7650.0
bmw,2015,3,2300,199.0,1204.0,0,17550.0
ford,2008,10,1100,84.0,37947.0,3,100.0
kia,2016,2,1000,71.0,3262.0,0,6400.0
bmw,2009,9,1800,170.0,30995.0,4,4450.0
vw,2012,6,3600,240.0,12543.0,1,12500.0
kia,2015,3,1000,71.0,21253.0,1,5350.0
vw,2011,7,1500,114.0,99991.0,1,3200.0
bmw,2017,1,3000,258.0,3514.0,0,26650.0
ford,2016,2,2000,143.0,3789.0,0,9900.0
vw,2011,7,1700,134.0,35171.0,1,7450.0
ford,2008,10,1400,99.0,7211.0,1,1700.0
ford,2017,1,1800,133.0,293.0,0,11150.0
ford,2014,4,2000,144.0,12730.0,0,6200.0
ferrari,2013,5,6200,551.0,765.0,0,107400.0
kia,2016,2,1200,84.0,5678.0,0,6550.0
vw,2012,6,1500,116.0,41195.0,2,5450.0
ford,2016,2,2200,161.0,34889.0,0,8800.0
ford,2015,3,2000,142.0,46731.0,0,7250.0
ford,2010,8,2000,131.0,495.0,1,3750.0
ford,2011,7,1800,126.0,131685.0,1,100.0
vw,2014,4,2300,164.0,29954.0,1,8400.0
vw,2009,9,1900,133.0,47126.0,4,2250.0
vw,2014,4,2300,177.0,5080.0,2,8550.0
bmw,2016,2,3000,256.0,5039.0,1,21350.0
ford,2008,10,1100,83.0,145440.0,2,100.0
bmw,2010,8,4500,342.0,6026.0,0,16550.0
ford,2017,1,2500,187.0,5045.0,1,12400.0
bmw,2009,9,3000,221.0,59669.0,2,6150.0
ford,2017,1,2200,159.0,3473.0,1,10950.0
vw,2011,7,1700,124.0,20490.0,2,6000.0
ford,2010,8,2500,160.0,41607.0,0,4050.0
vw,2011,7,1900,142.0,10698.0,2,6200.0
kia,2010,8,800,57.0,54438.0,3,150.0
ford,2008,10,1600,105.0,27942.0,2,250.0
vw,2017,1,3600,260.0,3001.0,1,15250.0
kia,2016,2,1000,73.0,13204.0,0,6500.0
vw,2017,1,1500,125.0,876.0,0,10700.0
vw,2009,9,2300,161.0,196460.0,0,2100.0
ford,2015,3,1100,87.0,12239.0,1,5800.0
ford,2010,8,2000,139.0,17225.0,7,100.0
ford,2009,9,1800,119.0,3379.0,1,2450.0
vw,2014,4,1500,120.0,17155.0,0,9450.0
ford,2017,1,2000,154.0,1027.0,0,10250.0
ford,2012,6,1600,111.0,47749.0,2,1550.0
ford,2010,8,2200,146.0,5649.0,2,2900.0
kia,2017,1,1000,75.0,7011.0,0,6800.0
kia,2012,6,800,57.0,9178.0,1,2950.0
ford,2008,10,2500,158.0,12278.0,3,650.0
ford,2015,3,1600,117.0,5062.0,1,5850.0
vw,2012,6,1900,141.0,84192.0,3,3400.0
ford,2010,8,1400,97.0,105785.0,0,100.0
vw,2011,7,1700,126.0,10275.0,0,7400.0
bmw,2009,9,4500,341.0,3699.0,1,13800.0
vw,2013,5,2300,167.0,64194.0,0,10150.0
vw,2014,4,2300,176.0,59054.0,1,8700.0
kia,2008,10,1000,63.0,72344.0,4,100.0
bmw,2017,1,4500,377.0,6139.0,0,34450.0
vw,2012,6,3600,251.0,25968.0,0,13100.0
ford,2010,8,2500,164.0,9146.0,2,2400.0
ford,2015,3,2500,182.0,18007.0,1,9850.0
vw,2016,2,2300,181.0,3298.0,0,13950.0
vw,2013,5,3600,244.0,20474.0,1,12800.0
ford,2010,8,1800,120.0,81917.0,2,100.0
ford,2010,8,2200,143.0,95985.0,2,100.0
kia,2010,8,1200,77.0,90174.0,6,100.0
vw,2017,1,1500,116.0,662.0,0,11850.0
ford,2014,4,2200,159.0,42154.0,0,6450.0
bmw,2016,2,3500,305.0,4598.0,1,25800.0
kia,2014,4,1400,95.0,264.0,0,8100.0
ford,2015,3,1400,106.0,15270.0,1,6250.0
